Text,Cleaned_Text,Sentiment_Main,Platform,Country,User,Cleaned_Hashtags,Likes,Retweets,Engagement_Score,Timestamp,Year,Month,Day,Hour
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,Positive,Twitter, Australia , WaveNavigator ,"['hopeful', 'sailorofdreams']",34.0,17.0,68.0,2022-10-30 11:40:00,2022,10,30,11
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Positive,Instagram, Canada , RainNurturer ,"['compassionate', 'tearsofempathy']",42.0,21.0,84.0,2021-07-01 12:10:00,2021,7,1,12
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Positive,Twitter, USA , PeakConqueror ,"['proud', 'scalingpeaks']",46.0,23.0,92.0,2020-01-05 08:45:00,2020,1,5,8
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Positive,Instagram, India , DawnGardener ,"['hopeful', 'seedsofoptimism']",28.0,14.0,56.0,2022-07-17 06:15:00,2022,7,17,6
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Neutral,Facebook, Australia , CarnivalDreamer ,"['playful', 'carnivalescapade']",48.0,24.0,96.0,2018-08-22 17:20:00,2018,8,22,17
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness,Neutral,Instagram, Canada , ShatteredHeart ,"['despair', 'echoingsilence']",16.0,8.0,32.0,2021-09-15 16:00:00,2021,9,15,16
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace,Neutral,Facebook, UK , VenomousSoul ,"['bitterness', 'resentmentweb']",24.0,12.0,48.0,2019-03-08 14:20:00,2019,3,8,14
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing,Neutral,Twitter, USA , DesertWanderer ,"['loneliness', 'miragesofconnection']",30.0,15.0,60.0,2017-07-20 11:45:00,2017,7,20,11
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude,Positive,Instagram, Australia , ColdEmbrace ,"['yearning', 'distantwarmth']",20.0,10.0,40.0,2020-11-02 19:30:00,2020,11,2,19
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors,Neutral,Facebook, India , NightPrisoner ,"['fearful', 'imaginedhorrors']",36.0,18.0,72.0,2022-05-12 02:00:00,2022,5,12,2
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion,Neutral,Twitter, UK , TightropeWalker ,"['apprehensive', 'balancingact']",28.0,14.0,56.0,2023-04-08 13:15:00,2023,4,8,13
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion,Neutral,Instagram, Canada , AtlasBearer ,"['overwhelmed', 'bouldersofexhaustion']",44.0,22.0,88.0,2021-06-25 17:50:00,2021,6,25,17
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success,Negative,Facebook, USA , GreenMonster ,"['jealous', 'greeneyedmonster']",32.0,16.0,64.0,2019-08-30 10:10:00,2019,8,30,10
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises,Neutral,Twitter, Australia , StormSurvivor ,"['devastated', 'windsofbrokenpromises']",50.0,25.0,100.0,2022-08-03 15:30:00,2022,8,3,15
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations,Neutral,Instagram, India , PuzzleComposer ,"['frustrated', 'unsolvablepuzzle']",24.0,12.0,48.0,2020-12-17 09:20:00,2020,12,17,9
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach,Neutral,Facebook, USA , GildedHeartache ,"['envious', 'gildedprize']",40.0,20.0,80.0,2021-02-28 22:45:00,2021,2,28,22
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition,Neutral,Twitter, UK , IndifferentFort ,"['dismissive', 'impenetrablewalls']",28.0,14.0,56.0,2018-05-10 14:00:00,2018,5,10,14
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,Neutral,Instagram, Canada , DreamMosaic ,"['frustrated', 'mosaicofdisappointment']",30.0,15.0,60.0,2022-01-07 11:10:00,2022,1,7,11
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne,Neutral,Facebook, Australia , NocturnalEcho ,"['loneliness', 'solitarynocturne']",36.0,18.0,72.0,2019-09-19 03:30:00,2019,9,19,3
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune,Neutral,Twitter, UK , DarkWhispers ,"['fearful', 'specteroftheunknown']",26.0,13.0,52.0,2023-07-14 23:00:00,2023,7,14,23
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time,Neutral,Instagram, India , LingeringTaste ,"['bitterness', 'bitteraftertaste']",20.0,10.0,40.0,2020-04-05 16:20:00,2020,4,5,16
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat,Neutral,Facebook, USA , TempestSurvivor ,"['overwhelmed', 'drowningsoul']",40.0,20.0,80.0,2021-11-29 08:45:00,2021,11,29,8
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent,Negative,Twitter, Australia , VenomousHeart ,"['jealous', 'heartofdiscontent']",32.0,16.0,64.0,2019-12-12 17:00:00,2019,12,12,17
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake,Neutral,Instagram, Canada , FragileTrust ,"['devastated', 'shatteredtrust']",50.0,25.0,100.0,2022-05-20 14:50:00,2022,5,20,14
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand,Neutral,Facebook, UK , BrokenThreads ,"['frustrated', 'slippingthreads']",28.0,14.0,56.0,2020-09-03 12:15:00,2020,9,3,12
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights,Neutral,Twitter, USA , SuccessPill ,"['envious', 'bitterpill']",40.0,20.0,80.0,2021-02-10 19:30:00,2021,2,10,19
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,Neutral,Instagram, Australia , CurtainShield ,"['dismissive', 'indifferenceperformance']",24.0,12.0,48.0,2018-08-18 14:40:00,2018,8,18,14
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness,Neutral,Facebook, Canada , FoggyLabyrinth ,"['despair', 'labyrinthofhopelessness']",16.0,8.0,32.0,2022-02-28 21:00:00,2022,2,28,21
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory,Neutral,Twitter, UK , IcyResentment ,"['bitterness', 'iciclesofresentment']",30.0,15.0,60.0,2019-10-15 10:30:00,2019,10,15,10
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces,Neutral,Instagram, USA , SolitaryMoon ,"['loneliness', 'starlesssky']",36.0,18.0,72.0,2017-12-01 18:50:00,2017,12,1,18
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon,Positive,Facebook, Australia , VanishedSunset ,"['yearning', 'huesofsunset']",20.0,10.0,40.0,2020-04-18 16:15:00,2020,4,18,16
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners,Neutral,Twitter, India , NightPrisoner ,"['fearful', 'lurkingmonsters']",36.0,18.0,72.0,2023-01-07 03:30:00,2023,1,7,3
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt,Neutral,Instagram, Canada , WindWhisperer ,"['apprehensive', 'stormofdoubt']",28.0,14.0,56.0,2021-06-10 10:00:00,2021,6,10,10
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience,Neutral,Facebook, USA , MazeExplorer ,"['overwhelmed', 'minotaurofpressure']",44.0,22.0,88.0,2020-02-22 15:20:00,2020,2,22,15
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence,Negative,Twitter, UK , WoundedGarden ,"['jealous', 'bloomingachievements']",32.0,16.0,64.0,2018-03-17 14:45:00,2018,3,17,14
